iter	Passed	Remaining
782	971	269
783	972	267
784	973	266
785	974	265
786	978	264
787	980	263
788	982	262
789	985	261
790	986	260
791	988	259
792	989	258
793	991	257
794	995	256
795	999	256
796	1001	255
797	1002	253
798	1005	252
799	1013	253
800	1017	252
801	1018	251
802	1019	250
803	1021	248
804	1022	247
805	1024	246
806	1026	245
807	1028	244
808	1029	243
809	1030	241
810	1031	240
811	1032	238
812	1032	237
813	1033	236
814	1034	234
815	1035	233
816	1036	232
817	1040	231
818	1041	230
819	1042	228
820	1043	227
821	1044	226
822	1045	224
823	1046	223
824	1047	222
825	1049	221
826	1050	219
827	1051	218
828	1052	217
829	1054	215
830	1055	214
831	1056	213
832	1057	211
833	1058	210
834	1059	209
835	1061	208
836	1062	206
837	1062	205
838	1063	204
839	1064	202
840	1065	201
841	1066	200
842	1068	198
843	1069	197
844	1070	196
845	1072	195
846	1073	193
847	1073	192
848	1075	191
849	1076	190
850	1077	188
851	1078	187
852	1079	185
853	1079	184
854	1080	183
855	1081	181
856	1085	181
857	1086	179
858	1087	178
859	1088	177
860	1089	175
861	1090	174
862	1091	173
863	1092	171
864	1092	170
865	1093	169
866	1094	167
867	1095	166
868	1096	165
869	1100	164
870	1101	163
871	1102	161
872	1103	160
873	1104	159
874	1105	157
875	1106	156
876	1107	155
877	1107	153
878	1108	152
879	1109	151
880	1110	149
881	1110	148
882	1113	147
883	1114	146
884	1115	144
885	1116	143
886	1116	142
887	1117	140
888	1118	139
889	1119	138
890	1119	137
891	1120	135
892	1121	134
893	1122	133
894	1123	131
895	1123	130
896	1124	129
897	1125	127
898	1125	126
899	1126	125
900	1129	124
901	1130	122
902	1131	121
903	1132	120
904	1133	119
905	1134	117
906	1135	116
907	1136	115
908	1136	113
909	1137	112
910	1138	111
911	1138	109
912	1139	108
913	1140	107
914	1141	106
915	1143	104
916	1145	103
917	1146	102
918	1147	101
919	1148	99
920	1148	98
921	1150	97
922	1151	96
923	1151	94
924	1152	93
925	1153	92
926	1154	90
927	1154	89
928	1155	88
929	1156	87
930	1158	85
931	1160	84
932	1161	83
933	1161	82
934	1162	80
935	1163	79
936	1164	78
937	1165	77
938	1166	75
939	1167	74
940	1167	73
941	1168	71
942	1169	70
943	1170	69
944	1170	68
945	1171	66
946	1173	65
947	1174	64
948	1175	63
949	1176	61
950	1177	60
951	1178	59
952	1179	58
953	1180	56
954	1181	55
955	1182	54
956	1182	53
957	1183	51
958	1184	50
959	1185	49
960	1185	48
961	1186	46
962	1188	45
963	1190	44
964	1191	43
965	1192	41
966	1193	40
967	1194	39
968	1195	38
969	1196	37
970	1197	35
971	1197	34
972	1198	33
973	1199	32
974	1200	30
975	1200	29
976	1201	28
977	1202	27
978	1204	25
979	1206	24
980	1207	23
981	1208	22
982	1208	20
983	1209	19
984	1211	18
985	1211	17
986	1212	15
987	1213	14
988	1214	13
989	1215	12
990	1216	11
991	1216	9
992	1217	8
993	1219	7
994	1220	6
995	1221	4
996	1222	3
997	1223	2
998	1224	1
999	1225	0
